"country","year","emissions"
"North Korea","X1991",7.47
"North Korea","X1992",6.69
"North Korea","X1993",6.15
"North Korea","X1994",5.63
"North Korea","X1995",5.22
"North Korea","X1996",4.63
"North Korea","X1997",4.23
"North Korea","X1998",3.82
"North Korea","X1999",3.97
"North Korea","X2000",4.09
"North Korea","X2001",3.98
"North Korea","X2002",3.82
"North Korea","X2003",3.86
"North Korea","X2004",3.93
"North Korea","X2005",4.04
"North Korea","X2006",4.1
"North Korea","X2007",3.55
"North Korea","X2008",3.87
"North Korea","X2009",3.17
"North Korea","X2010",3.03
"North Korea","X2011",2.5
"North Korea","X2012",2.55
"North Korea","X2013",2.1
"North Korea","X2014",2.26
"North Korea","X2015",1.99
"North Korea","X2016",2.19
"North Korea","X2017",3.16
"North Korea","X2018",3.01
"North Korea","X2019",3.22
"Norway","X1990",7.33
"Norway","X1991",6.68
"Norway","X1992",6.7
"Norway","X1993",7.22
"Norway","X1994",7.63
"Norway","X1995",7.58
"Norway","X1996",7.58
"Norway","X1997",7.94
"Norway","X1998",8.17
"Norway","X1999",8.56
"Norway","X2000",7.27
"Norway","X2001",5.55
"Norway","X2002",5.41
"Norway","X2003",5.82
"Norway","X2004",5.85
"Norway","X2005",5.59
"Norway","X2006",5.61
"Norway","X2007",5.62
"Norway","X2008",5.27
"Norway","X2009",5.12
"Norway","X2010",5.85
"Norway","X2011",6.17
"Norway","X2012",5.85
"Norway","X2013",5.96
"Norway","X2014",5.83
"Norway","X2015",5.85
"Norway","X2016",5.69
"Norway","X2017",5.45
"Norway","X2018",5.38
"Norway","X2019",5.05
"Oman","X1990",10.73
"Oman","X1991",12.43
"Oman","X1992",11.76
"Oman","X1993",11.92
"Oman","X1994",12.38
"Oman","X1995",13.57
"Oman","X1996",13.78
"Oman","X1997",14.26
"Oman","X1998",13.91
"Oman","X1999",15.19
"Oman","X2000",17
"Oman","X2001",18.48
"Oman","X2002",18.93
"Oman","X2003",19.34
"Oman","X2004",18.59
"Oman","X2005",18.15
"Oman","X2006",20.95
"Oman","X2007",21.45
"Oman","X2008",20.57
"Oman","X2009",20.7
"Oman","X2010",21
"Oman","X2011",21.93
"Oman","X2012",22.73
"Oman","X2013",22.17
"Oman","X2014",21.61
"Oman","X2015",21.44
"Oman","X2016",21.15
"Oman","X2017",20.23
"Oman","X2018",20.61
"Oman","X2019",20.16
"Pakistan","X1990",1.56
"Pakistan","X1991",1.55
"Pakistan","X1992",1.59
"Pakistan","X1993",1.63
"Pakistan","X1994",1.64
"Pakistan","X1995",1.68
"Pakistan","X1996",1.69
"Pakistan","X1997",1.69
"Pakistan","X1998",1.67
"Pakistan","X1999",1.72
"Pakistan","X2000",1.69
"Pakistan","X2001",1.67
"Pakistan","X2002",1.67
"Pakistan","X2003",1.69
"Pakistan","X2004",1.77
"Pakistan","X2005",1.78
"Pakistan","X2006",1.86
"Pakistan","X2007",1.92
"Pakistan","X2008",1.89
"Pakistan","X2009",1.91
"Pakistan","X2010",1.84
"Pakistan","X2011",1.84
"Pakistan","X2012",1.82
"Pakistan","X2013",1.84
"Pakistan","X2014",1.87
"Pakistan","X2015",1.91
"Pakistan","X2016",1.99
"Pakistan","X2017",2.08
"Pakistan","X2018",2.02
"Pakistan","X2019",2.03
"Palau","X1990",0.84
"Palau","X1991",0.84
"Palau","X1992",13.3
"Palau","X1993",13.01
"Palau","X1994",12.7
"Palau","X1995",12.35
"Palau","X1996",12.15
"Palau","X1997",12.06
"Palau","X1998",11.91
"Palau","X1999",11.74
"Palau","X2000",11.98
"Palau","X2001",12.04
"Palau","X2002",11.97
"Palau","X2003",11.81
"Palau","X2004",12.74
"Palau","X2005",14.14
"Palau","X2006",13.93
"Palau","X2007",13.49
"Palau","X2008",12.45
"Palau","X2009",12.25
"Palau","X2010",13.07
"Palau","X2011",13.16
"Palau","X2012",13.86
"Palau","X2013",13.97
"Palau","X2014",13.9
"Palau","X2015",13.15
"Palau","X2016",15.67
"Palau","X2017",16.11
"Palau","X2018",15.85
"Palau","X2019",15.94
"Panama","X1990",5.6
"Panama","X1991",5.68
"Panama","X1992",5.83
"Panama","X1993",5.81
"Panama","X1994",5.8
"Panama","X1995",5.75
"Panama","X1996",5.63
"Panama","X1997",5.5
"Panama","X1998",5.76
"Panama","X1999",5.36
"Panama","X2000",5.28
"Panama","X2001",5.11
"Panama","X2002",4.78
"Panama","X2003",4.78
"Panama","X2004",4.69
"Panama","X2005",5.1
"Panama","X2006",5.17
"Panama","X2007",5.08
"Panama","X2008",5.02
"Panama","X2009",5.37
"Panama","X2010",5.45
"Panama","X2011",5.65
"Panama","X2012",5.74
"Panama","X2013",5.64
"Panama","X2014",5.66
"Panama","X2015",5.56
"Panama","X2016",5.52
"Panama","X2017",5.29
"Panama","X2018",5.24
"Panama","X2019",5.96
"Papua New Guinea","X1990",8.22
"Papua New Guinea","X1991",8.24
"Papua New Guinea","X1992",8.27
"Papua New Guinea","X1993",8.3
"Papua New Guinea","X1994",8.28
"Papua New Guinea","X1995",8.77
"Papua New Guinea","X1996",8.45
"Papua New Guinea","X1997",10.91
"Papua New Guinea","X1998",8.22
"Papua New Guinea","X1999",8.23
"Papua New Guinea","X2000",8.28
"Papua New Guinea","X2001",8.09
"Papua New Guinea","X2002",8.05
"Papua New Guinea","X2003",7.89
"Papua New Guinea","X2004",7.96
"Papua New Guinea","X2005",7.61
"Papua New Guinea","X2006",7.4
"Papua New Guinea","X2007",7.19
"Papua New Guinea","X2008",6.89
"Papua New Guinea","X2009",6.74
"Papua New Guinea","X2010",6.59
"Papua New Guinea","X2011",7.53
"Papua New Guinea","X2012",7.46
"Papua New Guinea","X2013",7.46
"Papua New Guinea","X2014",7.51
"Papua New Guinea","X2015",7.69
"Papua New Guinea","X2016",7.62
"Papua New Guinea","X2017",7.48
"Papua New Guinea","X2018",7.39
"Papua New Guinea","X2019",7.23
"Paraguay","X1990",17.8
"Paraguay","X1991",16.65
"Paraguay","X1992",16.08
"Paraguay","X1993",15.73
"Paraguay","X1994",15.35
"Paraguay","X1995",15.4
"Paraguay","X1996",15.04
"Paraguay","X1997",14.94
"Paraguay","X1998",14.64
"Paraguay","X1999",14.94
"Paraguay","X2000",13.76
"Paraguay","X2001",16.46
"Paraguay","X2002",16.2
"Paraguay","X2003",16.21
"Paraguay","X2004",15.56
"Paraguay","X2005",15.54
"Paraguay","X2006",15.33
"Paraguay","X2007",15.66
"Paraguay","X2008",15.13
"Paraguay","X2009",15.26
"Paraguay","X2010",15.45
"Paraguay","X2011",17.31
"Paraguay","X2012",17.26
"Paraguay","X2013",17.27
"Paraguay","X2014",17.31
"Paraguay","X2015",17.14
"Paraguay","X2016",13.8
"Paraguay","X2017",14.05
"Paraguay","X2018",13.6
"Paraguay","X2019",13.71
"Peru","X1990",4.72
"Peru","X1991",4.58
"Peru","X1992",4.52
"Peru","X1993",4.48
"Peru","X1994",4.49
"Peru","X1995",4.61
"Peru","X1996",4.68
"Peru","X1997",4.63
"Peru","X1998",4.58
"Peru","X1999",4.67
"Peru","X2000",4.63
"Peru","X2001",4.68
"Peru","X2002",4.7
"Peru","X2003",4.65
"Peru","X2004",4.76
"Peru","X2005",4.77
"Peru","X2006",4.71
"Peru","X2007",4.82
"Peru","X2008",4.95
"Peru","X2009",5.05
"Peru","X2010",5.17
"Peru","X2011",6.1
"Peru","X2012",6.06
"Peru","X2013",6.07
"Peru","X2014",6.13
"Peru","X2015",6.11
"Peru","X2016",6.14
"Peru","X2017",5.96
"Peru","X2018",5.87
"Peru","X2019",5.86
"Philippines","X1990",1.58
"Philippines","X1991",1.54
"Philippines","X1992",1.54
"Philippines","X1993",1.58
"Philippines","X1994",1.65
"Philippines","X1995",1.78
"Philippines","X1996",1.86
"Philippines","X1997",1.93
"Philippines","X1998",1.8
"Philippines","X1999",1.83
"Philippines","X2000",1.81
"Philippines","X2001",1.76
"Philippines","X2002",1.75
"Philippines","X2003",1.75
"Philippines","X2004",1.76
"Philippines","X2005",1.74
"Philippines","X2006",1.63
"Philippines","X2007",1.67
"Philippines","X2008",1.67
"Philippines","X2009",1.68
"Philippines","X2010",1.71
"Philippines","X2011",1.7
"Philippines","X2012",1.72
"Philippines","X2013",1.8
"Philippines","X2014",1.85
"Philippines","X2015",1.91
"Philippines","X2016",2
"Philippines","X2017",2.13
"Philippines","X2018",2.15
"Philippines","X2019",2.19
"Poland","X1990",10.68
"Poland","X1991",10.62
"Poland","X1992",10.3
"Poland","X1993",10.29
"Poland","X1994",10.13
"Poland","X1995",10.11
"Poland","X1996",10.48
"Poland","X1997",10.21
"Poland","X1998",9.45
"Poland","X1999",9.18
"Poland","X2000",8.92
"Poland","X2001",7.34
"Poland","X2002",7.17
"Poland","X2003",7.48
"Poland","X2004",7.59
"Poland","X2005",7.63
"Poland","X2006",8.02
"Poland","X2007",8.03
"Poland","X2008",7.87
"Poland","X2009",7.48
"Poland","X2010",7.98
"Poland","X2011",9.05
"Poland","X2012",8.86
"Poland","X2013",8.72
"Poland","X2014",8.37
"Poland","X2015",8.46
"Poland","X2016",8.6
"Poland","X2017",8.94
"Poland","X2018",8.89
"Poland","X2019",8.43
"Portugal","X1990",5.78
"Portugal","X1991",5.97
"Portugal","X1992",6.38
"Portugal","X1993",6.26
"Portugal","X1994",6.44
"Portugal","X1995",6.79
"Portugal","X1996",6.61
"Portugal","X1997",6.81
"Portugal","X1998",7.28
"Portugal","X1999",7.9
"Portugal","X2000",7.8
"Portugal","X2001",7.59
"Portugal","X2002",8.03
"Portugal","X2003",7.54
"Portugal","X2004",7.7
"Portugal","X2005",7.98
"Portugal","X2006",7.46
"Portugal","X2007",7.32
"Portugal","X2008",7.09
"Portugal","X2009",7.01
"Portugal","X2010",6.5
"Portugal","X2011",6.29
"Portugal","X2012",6.15
"Portugal","X2013",6.03
"Portugal","X2014",6.02
"Portugal","X2015",6.44
"Portugal","X2016",6.48
"Portugal","X2017",6.98
"Portugal","X2018",6.49
"Portugal","X2019",6
"Qatar","X1990",32.3
"Qatar","X1991",37.81
"Qatar","X1992",36.37
"Qatar","X1993",41.49
"Qatar","X1994",45.95
"Qatar","X1995",46.77
"Qatar","X1996",50.67
"Qatar","X1997",61.89
"Qatar","X1998",62.46
"Qatar","X1999",65.56
"Qatar","X2000",64.14
"Qatar","X2001",61.05
"Qatar","X2002",64.6
"Qatar","X2003",65.92
"Qatar","X2004",64.06
"Qatar","X2005",57.42
"Qatar","X2006",54.57
"Qatar","X2007",51.89
"Qatar","X2008",47.2
"Qatar","X2009",42.03
"Qatar","X2010",42.31
"Qatar","X2011",43.33
"Qatar","X2012",43.99
"Qatar","X2013",42.17
"Qatar","X2014",42.12
"Qatar","X2015",41.62
"Qatar","X2016",41.2
"Qatar","X2017",40.39
"Qatar","X2018",39.25
"Qatar","X2019",40.52
"Republic of Congo","X1990",8.24
"Republic of Congo","X1991",8.02
"Republic of Congo","X1992",7.87
"Republic of Congo","X1993",7.44
"Republic of Congo","X1994",6.84
"Republic of Congo","X1995",6.98
"Republic of Congo","X1996",6.82
"Republic of Congo","X1997",6.82
"Republic of Congo","X1998",7.09
"Republic of Congo","X1999",7.05
"Republic of Congo","X2000",6.89
"Republic of Congo","X2001",6.49
"Republic of Congo","X2002",5.63
"Republic of Congo","X2003",5.95
"Republic of Congo","X2004",5.96
"Republic of Congo","X2005",6.36
"Republic of Congo","X2006",6.56
"Republic of Congo","X2007",5.76
"Republic of Congo","X2008",5.68
"Republic of Congo","X2009",5.73
"Republic of Congo","X2010",6
"Republic of Congo","X2011",5.84
"Republic of Congo","X2012",5.57
"Republic of Congo","X2013",5.38
"Republic of Congo","X2014",5.11
"Republic of Congo","X2015",5.16
"Republic of Congo","X2016",5.21
"Republic of Congo","X2017",5.11
"Republic of Congo","X2018",5.52
"Republic of Congo","X2019",5.59
"Romania","X1990",9.69
"Romania","X1991",8.1
"Romania","X1992",7.31
"Romania","X1993",6.85
"Romania","X1994",6.68
"Romania","X1995",6.94
"Romania","X1996",7.12
"Romania","X1997",6.63
"Romania","X1998",5.93
"Romania","X1999",5.24
"Romania","X2000",5.42
"Romania","X2001",5.57
"Romania","X2002",5.53
"Romania","X2003",5.8
"Romania","X2004",5.76
"Romania","X2005",5.77
"Romania","X2006",5.97
"Romania","X2007",5.95
"Romania","X2008",5.95
"Romania","X2009",5.22
"Romania","X2010",5.11
"Romania","X2011",-8.65
"Romania","X2012",-8.8
"Romania","X2013",-9.3
"Romania","X2014",-9.37
"Romania","X2015",-9.3
"Romania","X2016",3.88
"Romania","X2017",4.05
"Romania","X2018",4.1
"Romania","X2019",4.05
"Russia","X1990",17.9
"Russia","X1991",17.42
"Russia","X1992",16.35
"Russia","X1993",15.05
"Russia","X1994",13.45
"Russia","X1995",12.93
"Russia","X1996",12.65
"Russia","X1997",11.65
"Russia","X1998",11.68
"Russia","X1999",11.95
"Russia","X2000",12.37
"Russia","X2001",9.75
"Russia","X2002",9.79
"Russia","X2003",10.36
"Russia","X2004",10.35
"Russia","X2005",10.55
"Russia","X2006",10.86
"Russia","X2007",10.92
"Russia","X2008",11
"Russia","X2009",10
"Russia","X2010",10.65
"Russia","X2011",11.85
"Russia","X2012",11.69
"Russia","X2013",11.38
"Russia","X2014",11.28
"Russia","X2015",11.12
"Russia","X2016",12.01
"Russia","X2017",12.25
"Russia","X2018",12.93
"Russia","X2019",13.33
"Rwanda","X1990",0.71
"Rwanda","X1991",0.73
"Rwanda","X1992",0.77
"Rwanda","X1993",0.81
"Rwanda","X1994",0.83
"Rwanda","X1995",0.81
"Rwanda","X1996",0.81
"Rwanda","X1997",0.78
"Rwanda","X1998",0.74
"Rwanda","X1999",0.71
"Rwanda","X2000",0.68
"Rwanda","X2001",0.64
"Rwanda","X2002",0.64
"Rwanda","X2003",0.66
"Rwanda","X2004",0.66
"Rwanda","X2005",0.66
"Rwanda","X2006",0.68
"Rwanda","X2007",0.68
"Rwanda","X2008",0.68
"Rwanda","X2009",0.68
"Rwanda","X2010",0.68
"Rwanda","X2011",0.57
"Rwanda","X2012",0.57
"Rwanda","X2013",0.57
"Rwanda","X2014",0.56
"Rwanda","X2015",0.6
"Rwanda","X2016",0.58
"Rwanda","X2017",0.57
"Rwanda","X2018",0.56
"Rwanda","X2019",0.55
"Saint Kitts and Nevis","X1990",4.59
"Saint Kitts and Nevis","X1991",4.64
"Saint Kitts and Nevis","X1992",5.63
"Saint Kitts and Nevis","X1993",5.22
"Saint Kitts and Nevis","X1994",5.43
"Saint Kitts and Nevis","X1995",5.54
"Saint Kitts and Nevis","X1996",5.54
"Saint Kitts and Nevis","X1997",5.73
"Saint Kitts and Nevis","X1998",6.15
"Saint Kitts and Nevis","X1999",6.17
"Saint Kitts and Nevis","X2000",6.31
"Saint Kitts and Nevis","X2001",6.61
"Saint Kitts and Nevis","X2002",7.08
"Saint Kitts and Nevis","X2003",6.86
"Saint Kitts and Nevis","X2004",6.99
"Saint Kitts and Nevis","X2005",6.61
"Saint Kitts and Nevis","X2006",6.83
"Saint Kitts and Nevis","X2007",7.13
"Saint Kitts and Nevis","X2008",7.13
"Saint Kitts and Nevis","X2009",16.5
"Saint Kitts and Nevis","X2010",6.98
"Saint Kitts and Nevis","X2011",7.68
"Saint Kitts and Nevis","X2012",8.7
"Saint Kitts and Nevis","X2013",6.4
"Saint Kitts and Nevis","X2014",6.37
"Saint Kitts and Nevis","X2015",6.53
"Saint Kitts and Nevis","X2016",6.64
"Saint Kitts and Nevis","X2017",6.58
"Saint Kitts and Nevis","X2018",6.61
"Saint Kitts and Nevis","X2019",6.64
"Saint Lucia","X1990",5.53
"Saint Lucia","X1991",5.63
"Saint Lucia","X1992",6.37
"Saint Lucia","X1993",6.33
"Saint Lucia","X1994",6.62
"Saint Lucia","X1995",6.21
"Saint Lucia","X1996",5.69
"Saint Lucia","X1997",5.1
"Saint Lucia","X1998",4.48
"Saint Lucia","X1999",3.89
"Saint Lucia","X2000",3.23
"Saint Lucia","X2001",3.56
"Saint Lucia","X2002",3.55
"Saint Lucia","X2003",3.63
"Saint Lucia","X2004",3.64
"Saint Lucia","X2005",3.6
"Saint Lucia","X2006",3.78
"Saint Lucia","X2007",3.81
"Saint Lucia","X2008",3.85
"Saint Lucia","X2009",8.89
"Saint Lucia","X2010",4.05
"Saint Lucia","X2011",4.23
"Saint Lucia","X2012",5.15
"Saint Lucia","X2013",3.78
"Saint Lucia","X2014",3.81
"Saint Lucia","X2015",3.8
"Saint Lucia","X2016",3.83
"Saint Lucia","X2017",3.98
"Saint Lucia","X2018",3.97
"Saint Lucia","X2019",4.02
"Saint Vincent and the Grenadines","X1990",1
"Saint Vincent and the Grenadines","X1991",1.05
"Saint Vincent and the Grenadines","X1992",1.35
"Saint Vincent and the Grenadines","X1993",1.43
"Saint Vincent and the Grenadines","X1994",1.55
"Saint Vincent and the Grenadines","X1995",1.69
"Saint Vincent and the Grenadines","X1996",1.66
"Saint Vincent and the Grenadines","X1997",1.74
"Saint Vincent and the Grenadines","X1998",2.09
"Saint Vincent and the Grenadines","X1999",2.05
"Saint Vincent and the Grenadines","X2000",1.82
"Saint Vincent and the Grenadines","X2001",2.63
"Saint Vincent and the Grenadines","X2002",2.85
"Saint Vincent and the Grenadines","X2003",2.89
"Saint Vincent and the Grenadines","X2004",2.99
"Saint Vincent and the Grenadines","X2005",3.02
"Saint Vincent and the Grenadines","X2006",3.05
"Saint Vincent and the Grenadines","X2007",3.24
"Saint Vincent and the Grenadines","X2008",3.11
"Saint Vincent and the Grenadines","X2009",8.95
"Saint Vincent and the Grenadines","X2010",3.04
"Saint Vincent and the Grenadines","X2011",3.22
"Saint Vincent and the Grenadines","X2012",4.05
"Saint Vincent and the Grenadines","X2013",2.83
"Saint Vincent and the Grenadines","X2014",3.2
"Saint Vincent and the Grenadines","X2015",3
"Saint Vincent and the Grenadines","X2016",3.09
"Saint Vincent and the Grenadines","X2017",2.81
"Saint Vincent and the Grenadines","X2018",3.05
"Saint Vincent and the Grenadines","X2019",3.07
"Samoa","X1990",2.72
"Samoa","X1991",2.75
"Samoa","X1992",2.74
"Samoa","X1993",2.8
"Samoa","X1994",2.92
"Samoa","X1995",2.96
"Samoa","X1996",3.03
"Samoa","X1997",3
"Samoa","X1998",3.12
"Samoa","X1999",3.1
"Samoa","X2000",3.11
"Samoa","X2001",3.25
"Samoa","X2002",3.28
"Samoa","X2003",3.27
"Samoa","X2004",3.38
"Samoa","X2005",3.46
"Samoa","X2006",3.39
"Samoa","X2007",3.34
"Samoa","X2008",3.15
"Samoa","X2009",3.21
"Samoa","X2010",3.34
"Samoa","X2011",3.41
"Samoa","X2012",3.39
"Samoa","X2013",3.4
"Samoa","X2014",3.49
"Samoa","X2015",3.69
"Samoa","X2016",4.01
"Samoa","X2017",4.02
"Samoa","X2018",3.99
"Samoa","X2019",4.01
"Sao Tome and Principe","X1990",0.58
"Sao Tome and Principe","X1991",0.57
"Sao Tome and Principe","X1992",0.55
"Sao Tome and Principe","X1993",0.54
"Sao Tome and Principe","X1994",0.55
"Sao Tome and Principe","X1995",0.55
"Sao Tome and Principe","X1996",0.54
"Sao Tome and Principe","X1997",0.54
"Sao Tome and Principe","X1998",0.56
"Sao Tome and Principe","X1999",0.55
"Sao Tome and Principe","X2000",0.57
"Sao Tome and Principe","X2001",0.56
"Sao Tome and Principe","X2002",0.59
"Sao Tome and Principe","X2003",0.64
"Sao Tome and Principe","X2004",0.68
"Sao Tome and Principe","X2005",0.7
"Sao Tome and Principe","X2006",0.7
"Sao Tome and Principe","X2007",0.68
"Sao Tome and Principe","X2008",0.71
"Sao Tome and Principe","X2009",0.73
"Sao Tome and Principe","X2010",0.76
"Sao Tome and Principe","X2011",1.85
"Sao Tome and Principe","X2012",1.92
"Sao Tome and Principe","X2013",1.91
"Sao Tome and Principe","X2014",1.87
"Sao Tome and Principe","X2015",1.86
"Sao Tome and Principe","X2016",1.86
"Sao Tome and Principe","X2017",1.86
"Sao Tome and Principe","X2018",1.84
"Sao Tome and Principe","X2019",1.85
"Saudi Arabia","X1990",14.85
"Saudi Arabia","X1991",16.35
"Saudi Arabia","X1992",16.88
"Saudi Arabia","X1993",16.3
"Saudi Arabia","X1994",15.88
"Saudi Arabia","X1995",15.49
"Saudi Arabia","X1996",15.99
"Saudi Arabia","X1997",16.01
"Saudi Arabia","X1998",16.53
"Saudi Arabia","X1999",16.39
"Saudi Arabia","X2000",16.82
"Saudi Arabia","X2001",16.57
"Saudi Arabia","X2002",16.96
"Saudi Arabia","X2003",17.43
"Saudi Arabia","X2004",17.65
"Saudi Arabia","X2005",18.01
"Saudi Arabia","X2006",18.43
"Saudi Arabia","X2007",18.73
"Saudi Arabia","X2008",19.78
"Saudi Arabia","X2009",19.68
"Saudi Arabia","X2010",20.77
"Saudi Arabia","X2011",21.29
"Saudi Arabia","X2012",21.91
"Saudi Arabia","X2013",21.79
"Saudi Arabia","X2014",22.59
"Saudi Arabia","X2015",23.08
"Saudi Arabia","X2016",22.8
"Saudi Arabia","X2017",22.03
"Saudi Arabia","X2018",21.22
"Saudi Arabia","X2019",21.1
"Senegal","X1990",2.41
"Senegal","X1991",2.37
"Senegal","X1992",2.36
"Senegal","X1993",2.32
"Senegal","X1994",2.29
"Senegal","X1995",2.27
"Senegal","X1996",2.35
"Senegal","X1997",2.35
"Senegal","X1998",2.42
"Senegal","X1999",2.59
"Senegal","X2000",2.53
"Senegal","X2001",2.38
"Senegal","X2002",2.27
"Senegal","X2003",2.15
"Senegal","X2004",2.29
"Senegal","X2005",2.3
"Senegal","X2006",2.28
"Senegal","X2007",2.23
"Senegal","X2008",2.25
"Senegal","X2009",2.23
"Senegal","X2010",2.25
"Senegal","X2011",2.12
"Senegal","X2012",2.03
"Senegal","X2013",2.06
"Senegal","X2014",2.04
"Senegal","X2015",2.05
"Senegal","X2016",2.12
"Senegal","X2017",2.07
"Senegal","X2018",2.04
"Senegal","X2019",2.06
"Serbia","X1990",10.49
"Serbia","X1991",9.1
"Serbia","X1992",8.22
"Serbia","X1993",7.47
"Serbia","X1994",6.93
"Serbia","X1995",7.88
"Serbia","X1996",8.85
"Serbia","X1997",9.54
"Serbia","X1998",9.52
"Serbia","X1999",7.28
"Serbia","X2000",7.68
"Serbia","X2001",3.49
"Serbia","X2002",3.94
"Serbia","X2003",4.38
"Serbia","X2004",5.09
"Serbia","X2005",4.22
"Serbia","X2006",4.54
"Serbia","X2007",4.41
"Serbia","X2008",4.13
"Serbia","X2009",3.81
"Serbia","X2010",3.76
"Serbia","X2011",8.91
"Serbia","X2012",8.28
"Serbia","X2013",8.42
"Serbia","X2014",7.34
"Serbia","X2015",8.27
"Serbia","X2016",8.91
"Serbia","X2017",9.01
"Serbia","X2018",8.81
"Serbia","X2019",8.91
"Seychelles","X1990",3.14
"Seychelles","X1991",3.43
"Seychelles","X1992",3.44
"Seychelles","X1993",3.56
"Seychelles","X1994",3.75
"Seychelles","X1995",3.67
"Seychelles","X1996",4.11
"Seychelles","X1997",4.63
"Seychelles","X1998",4.79
"Seychelles","X1999",4.92
"Seychelles","X2000",4.72
"Seychelles","X2001",5.08
"Seychelles","X2002",5.29
"Seychelles","X2003",5.26
"Seychelles","X2004",5.78
"Seychelles","X2005",5.77
"Seychelles","X2006",5.77
"Seychelles","X2007",5.97
"Seychelles","X2008",6.02
"Seychelles","X2009",6.38
"Seychelles","X2010",6.19
"Seychelles","X2011",6.02
"Seychelles","X2012",6.22
"Seychelles","X2013",6.05
"Seychelles","X2014",6.58
"Seychelles","X2015",6.98
"Seychelles","X2016",7.63
"Seychelles","X2017",7.64
"Seychelles","X2018",7.64
"Seychelles","X2019",7.95
"Sierra Leone","X1990",1.62
"Sierra Leone","X1991",1.61
"Sierra Leone","X1992",1.61
"Sierra Leone","X1993",1.64
"Sierra Leone","X1994",1.64
"Sierra Leone","X1995",1.59
"Sierra Leone","X1996",1.42
"Sierra Leone","X1997",1.4
"Sierra Leone","X1998",1.41
"Sierra Leone","X1999",1.32
"Sierra Leone","X2000",1.3
"Sierra Leone","X2001",1.36
"Sierra Leone","X2002",1.38
"Sierra Leone","X2003",1.49
"Sierra Leone","X2004",1.51
"Sierra Leone","X2005",1.44
"Sierra Leone","X2006",1.65
"Sierra Leone","X2007",1.48
"Sierra Leone","X2008",1.32
"Sierra Leone","X2009",1.35
"Sierra Leone","X2010",1.27
"Sierra Leone","X2011",1.34
"Sierra Leone","X2012",1.48
"Sierra Leone","X2013",1.44
"Sierra Leone","X2014",1.48
"Sierra Leone","X2015",1.47
"Sierra Leone","X2016",1.4
"Sierra Leone","X2017",1.35
"Sierra Leone","X2018",1.27
"Sierra Leone","X2019",1.21
"Singapore","X1990",10.13
"Singapore","X1991",10.85
"Singapore","X1992",11.34
"Singapore","X1993",13.01
"Singapore","X1994",13.63
"Singapore","X1995",13.6
"Singapore","X1996",13.44
"Singapore","X1997",13.02
"Singapore","X1998",12.41
"Singapore","X1999",12.62
"Singapore","X2000",13.61
"Singapore","X2001",13.23
"Singapore","X2002",12.93
"Singapore","X2003",12.37
"Singapore","X2004",12.57
"Singapore","X2005",11.64
"Singapore","X2006",11.38
"Singapore","X2007",11.19
"Singapore","X2008",10.67
"Singapore","X2009",10.46
"Singapore","X2010",11.01
"Singapore","X2011",11.37
"Singapore","X2012",11.02
"Singapore","X2013",11.01
"Singapore","X2014",11.08
"Singapore","X2015",11.26
"Singapore","X2016",11.38
"Singapore","X2017",12.04
"Singapore","X2018",11.8
"Singapore","X2019",11.79
"Slovakia","X1990",10.8
"Slovakia","X1991",9.27
"Slovakia","X1992",8.79
"Slovakia","X1993",8.26
"Slovakia","X1994",7.73
"Slovakia","X1995",7.81
"Slovakia","X1996",7.8
"Slovakia","X1997",7.76
"Slovakia","X1998",7.54
"Slovakia","X1999",7.26
"Slovakia","X2000",6.78
"Slovakia","X2001",7.1
"Slovakia","X2002",7.02
"Slovakia","X2003",7.07
"Slovakia","X2004",6.95
"Slovakia","X2005",7.1
"Slovakia","X2006",7.02
"Slovakia","X2007",6.84
"Slovakia","X2008",6.84
"Slovakia","X2009",6.15
"Slovakia","X2010",6.43
"Slovakia","X2011",6.29
"Slovakia","X2012",5.84
"Slovakia","X2013",5.96
"Slovakia","X2014",5.46
"Slovakia","X2015",5.54
"Slovakia","X2016",6.89
"Slovakia","X2017",7.24
"Slovakia","X2018",7.13
"Slovakia","X2019",6.78
"Slovenia","X1990",3.95
"Slovenia","X1991",3.45
"Slovenia","X1992",3.31
"Slovenia","X1993",3.69
"Slovenia","X1994",3.72
"Slovenia","X1995",4.14
"Slovenia","X1996",4.54
"Slovenia","X1997",4.78
"Slovenia","X1998",4.66
"Slovenia","X1999",4.33
"Slovenia","X2000",4.21
"Slovenia","X2001",3.61
"Slovenia","X2002",3.64
"Slovenia","X2003",3.62
"Slovenia","X2004",3.72
"Slovenia","X2005",3.84
"Slovenia","X2006",4
"Slovenia","X2007",3.96
"Slovenia","X2008",4.44
"Slovenia","X2009",3.43
"Slovenia","X2010",3.56
"Slovenia","X2011",7.85
"Slovenia","X2012",7.54
"Slovenia","X2013",7.22
"Slovenia","X2014",6.49
"Slovenia","X2015",6.53
"Slovenia","X2016",8.36
"Slovenia","X2017",8.44
"Slovenia","X2018",8.35
"Slovenia","X2019",8.05
"Solomon Islands","X1990",13.77
"Solomon Islands","X1991",13.44
"Solomon Islands","X1992",13.11
"Solomon Islands","X1993",12.78
"Solomon Islands","X1994",12.48
"Solomon Islands","X1995",12.17
"Solomon Islands","X1996",11.87
"Solomon Islands","X1997",11.59
"Solomon Islands","X1998",11.3
"Solomon Islands","X1999",11.04
"Solomon Islands","X2000",10.79
"Solomon Islands","X2001",5.3
"Solomon Islands","X2002",5.2
"Solomon Islands","X2003",5.11
